zone_id,GID,TRACT,AREA,ACRES,PRICE_SHIFTERS,TOTHH,HHPOP,RESUNITS,RESVACANCY,SFDU,MFDU,HHINCQ1,HHINCQ2,HHINCQ3,HHINCQ4,NEWDEVACRES,TOTEMP,AGREMPN,MWTEMPN,RETEMPN,FPSEMPN,HEREMPN,OTHEMPN,AGE0519,AGE2044,AGE4564,AGE65P,AREATYPE,CIACRE,COLLFTE,COLLPTE,COUNTY,DISTRICT,EMPRES,GQPOP,HHLDS,HSENROLL,OPRKCST,PRKCST,RESACRE,SD,SFTAZ,SHPOP62P,TERMINAL,TOPOLOGY,TOTACRE,TOTPOP,ZERO,ZONE
1416,534,132200.0,301129056.0,6912.97216797,1.0,996.0,2122.0,1426.0,0.301542776999,1302.0,124.0,237.0,198.0,228.0,333.0,15362.7592618,380,35.0,6.0,19.0,35.0,98.0,187.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,535,133000.0,512183328.0,11758.1113281,1.0,1528.0,3481.0,1993.0,0.233316608128,1703.0,290.0,329.0,284.0,311.0,604.0,7691.38194196,1066,97.0,120.0,65.0,160.0,342.0,282.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1308,553,201100.0,154557200.0,3548.14501953,1.0,1616.0,4117.0,1824.0,0.114035087719,1790.0,31.0,258.0,233.0,301.0,824.0,11933.3224571,973,151.0,182.0,14.0,130.0,367.0,129.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1309,554,201200.0,59578268.0,1367.72900391,1.0,1989.0,4782.0,2186.0,0.0901189387008,1942.0,234.0,516.0,382.0,415.0,676.0,5158.20364982,1153,102.0,227.0,133.0,175.0,390.0,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,350,315000.0,40394580.0,927.331970215,1.0,1085.0,3012.0,1194.0,0.0912897822446,1171.0,20.0,98.0,118.0,316.0,553.0,843.053676597,8286,49.0,2035.0,365.0,1743.0,1169.0,2925.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,353,318000.0,12166516.0,279.304992676,1.0,1448.0,3147.0,1590.0,0.0893081761006,1069.0,516.0,383.0,343.0,380.0,342.0,422.254147083,1518,,108.0,252.0,92.0,707.0,359.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1300,150605.0,14691341.0,337.266998291,1.0,4874.0,13048.0,5219.0,0.0661046177429,4121.0,1098.0,808.0,747.0,1132.0,2187.0,1926.34728014,6955,79.0,1785.0,380.0,1552.0,2286.0,873.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1438,519,121200.0,6999726.5,160.692001343,1.0,2447.0,5872.0,2676.0,0.0855754857997,1651.0,1025.0,276.0,359.0,447.0,1365.0,624.487121544,6447,11.0,623.0,1397.0,1154.0,1564.0,1698.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1399,1369,153902.0,3339934.5,76.6740036011,1.0,1505.0,4307.0,1664.0,0.0955528846154,1038.0,626.0,392.0,369.0,394.0,350.0,480.360913291,5069,55.0,1283.0,863.0,656.0,1499.0,713.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1398,1370,153903.0,3227514.5,74.09400177,1.0,1563.0,3716.0,1706.0,0.0838218053927,1455.0,251.0,366.0,332.0,415.0,450.0,531.107171816,1206,12.0,30.0,11.0,91.0,229.0,833.0,,,,,,,,,,,,,,,,,,,,,,,,,,
100,626,20900.0,324950.625,7.46000003815,1.0,1832.0,4706.0,1899.0,0.0352817272249,88.0,1811.0,637.0,407.0,390.0,398.0,29.3734246582,2068,,65.0,253.0,272.0,958.0,520.0,,,,,,,,,,,,,,,,,,,,,,,,,,
401,1019,504601.0,19464064.0,446.833007812,1.0,333.0,797.0,365.0,0.0876712328767,,365.0,115.0,86.0,78.0,54.0,2226.15761755,13661,137.0,3149.0,272.0,4349.0,2640.0,3114.0,,,,,,,,,,,,,,,,,,,,,,,,,,
653,956,503319.0,18853400.0,432.815002441,1.0,2942.0,10753.0,3065.0,0.0401305057096,3044.0,21.0,162.0,152.0,373.0,2255.0,699.665116269,1755,,70.0,279.0,247.0,782.0,377.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1396,1366,153802.0,62331936.0,1430.94396973,1.0,3528.0,9651.0,3828.0,0.0783699059561,3635.0,193.0,491.0,518.0,896.0,1623.0,5999.28987538,1629,26.0,152.0,257.0,359.0,583.0,252.0,,,,,,,,,,,,,,,,,,,,,,,,,,
820,197,435101.0,58774604.0,1349.27905273,1.0,3825.0,11356.0,4041.0,0.0534521158129,2357.0,1210.0,574.0,693.0,803.0,1755.0,3485.68098687,1093,5.0,46.0,39.0,273.0,520.0,210.0,,,,,,,,,,,,,,,,,,,,,,,,,,
810,220,437100.0,49097476.0,1127.12304688,1.0,3095.0,10007.0,3343.0,0.0741848638947,1637.0,1420.0,589.0,660.0,822.0,1024.0,2492.36306566,23524,104.0,10917.0,1599.0,3600.0,2840.0,4464.0,,,,,,,,,,,,,,,,,,,,,,,,,,
730,288,450100.0,11463511.0,263.165985107,1.0,3076.0,8075.0,3282.0,0.0627666057282,1697.0,1182.0,179.0,366.0,677.0,1854.0,1799.64950863,6138,26.0,583.0,950.0,1164.0,1393.0,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,
729,302,450721.0,29327274.0,673.262023926,1.0,3891.0,10715.0,4194.0,0.0722460658083,3827.0,2.0,341.0,424.0,748.0,2378.0,2610.20134108,4617,175.0,832.0,987.0,1170.0,1050.0,403.0,,,,,,,,,,,,,,,,,,,,,,,,,,
404,1412,,40213376.0,923.17199707,1.0,560.0,1846.0,616.0,0.0909090909091,502.0,114.0,134.0,112.0,127.0,187.0,626.825982551,5779,56.0,2516.0,32.0,1259.0,598.0,1318.0,,,,,,,,,,,,,,,,,,,,,,,,,,
745,305,450742.0,8008750.5,183.856002808,1.0,1750.0,4475.0,1863.0,0.0606548577563,1268.0,449.0,222.0,190.0,371.0,967.0,265.593656949,462,2.0,44.0,11.0,88.0,202.0,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,
720,309,451202.0,46185204.0,1060.26599121,1.0,1214.0,3410.0,1326.0,0.0844645550528,1280.0,22.0,99.0,93.0,276.0,746.0,4094.43147697,1259,14.0,211.0,70.0,118.0,282.0,564.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,326,304000.0,176128368.0,4043.35107422,1.0,6568.0,18626.0,7391.0,0.111351643891,7171.0,190.0,905.0,771.0,1400.0,3492.0,6456.97611601,3369,255.0,253.0,168.0,700.0,911.0,1082.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,327,305000.0,9432770.0,216.54699707,1.0,2256.0,6413.0,2478.0,0.089588377724,1544.0,929.0,886.0,565.0,515.0,290.0,682.259549707,6271,47.0,492.0,1444.0,687.0,1723.0,1878.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,1247,252202.0,54008092.0,1239.85498047,1.0,2945.0,9335.0,3193.0,0.0776699029126,3133.0,2.0,92.0,298.0,868.0,1687.0,870.464517529,2413,39.0,801.0,307.0,387.0,444.0,435.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,1263,252702.0,235334624.0,5402.54003906,1.0,2207.0,6424.0,2462.0,0.103574329813,1890.0,401.0,403.0,400.0,565.0,839.0,449.758236975,1102,8.0,54.0,41.0,243.0,391.0,365.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,1246,252201.0,93845632.0,2154.39892578,1.0,2945.0,8489.0,3255.0,0.0952380952381,3058.0,66.0,277.0,335.0,663.0,1670.0,4681.42338184,3693,52.0,267.0,555.0,1170.0,772.0,877.0,,,,,,,,,,,,,,,,,,,,,,,,,,
119,644,22902.0,161618.6875,3.71000003815,1.0,821.0,2506.0,839.0,0.0214541120381,176.0,663.0,223.0,147.0,187.0,264.0,16.5881841091,393,,19.0,84.0,23.0,204.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1279,1272,252904.0,56045732.0,1286.63305664,1.0,1739.0,4542.0,1949.0,0.107747562853,1538.0,16.0,324.0,301.0,427.0,687.0,4365.23653152,7734,619.0,2891.0,839.0,805.0,1154.0,1426.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1439,520,122000.0,105536.421875,2.42300009727,1.0,,,0.0,,,,,,,,0.0,1154,,1.0,,1.0,20.0,1132.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1447,521,123000.0,1385483.0,31.8059997559,1.0,980.0,2246.0,1051.0,0.0675547098002,926.0,125.0,40.0,45.0,87.0,808.0,320.797550526,357,3.0,4.0,9.0,174.0,109.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1445,522,124100.0,5966035.5,136.960998535,1.0,2284.0,5492.0,2388.0,0.0435510887772,1532.0,856.0,155.0,187.0,286.0,1656.0,880.790453701,914,12.0,73.0,48.0,337.0,268.0,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1392,,318878.6875,7.32000017166,1.0,2945.0,5471.0,3143.0,0.0629971364938,117.0,3026.0,1589.0,535.0,406.0,415.0,35.1863511021,6077,1.0,193.0,374.0,1681.0,1483.0,2345.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1446,523,124200.0,10435756.0,239.572006226,1.0,2496.0,5724.0,2713.0,0.079985256174,1714.0,999.0,260.0,365.0,407.0,1464.0,1226.59193323,2084,13.0,80.0,77.0,958.0,720.0,236.0,,,,,,,,,,,,,,,,,,,,,,,,,,
180,706,35202.0,377143.71875,8.65799999237,1.0,1793.0,4255.0,1891.0,0.0518244315177,590.0,1301.0,493.0,350.0,408.0,542.0,44.3841887421,1020,,32.0,58.0,70.0,122.0,738.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1341,1317,151309.0,35961196.0,825.556030273,1.0,1806.0,4713.0,1976.0,0.086032388664,1811.0,165.0,183.0,213.0,434.0,976.0,4298.15740714,585,9.0,30.0,26.0,123.0,325.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1367,1339,152701.0,23673216.0,543.461975098,1.0,2059.0,5207.0,2222.0,0.0733573357336,1445.0,777.0,469.0,391.0,423.0,776.0,2786.55415436,873,11.0,106.0,38.0,226.0,290.0,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,
736,294,450602.0,6195004.0,142.218002319,1.0,3140.0,8347.0,3287.0,0.0447216306663,2079.0,530.0,224.0,308.0,555.0,2053.0,712.657095806,10903,32.0,652.0,3694.0,3704.0,2144.0,677.0,,,,,,,,,,,,,,,,,,,,,,,,,,
715,306,451101.0,558066688.0,12811.4492188,1.0,2254.0,6507.0,2471.0,0.0878186968839,2184.0,197.0,205.0,202.0,542.0,1305.0,63713.3645008,17912,266.0,3860.0,564.0,8336.0,1243.0,3643.0,,,,,,,,,,,,,,,,,,,,,,,,,,
99,627,21000.0,294887.6875,6.76999998093,1.0,2094.0,4369.0,2142.0,0.0224089635854,18.0,2124.0,509.0,455.0,503.0,627.0,21.0227459148,770,,49.0,82.0,127.0,394.0,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,
307,835,609500.0,2047568.0,47.0060005188,1.0,1716.0,4562.0,1818.0,0.0561056105611,1755.0,63.0,225.0,176.0,241.0,1074.0,340.92424385,492,,28.0,22.0,172.0,187.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,
301,858,611100.0,3299908.75,75.7549972534,1.0,2253.0,5778.0,2336.0,0.0355308219178,2086.0,250.0,149.0,162.0,327.0,1615.0,524.467566661,1139,,51.0,86.0,239.0,364.0,399.0,,,,,,,,,,,,,,,,,,,,,,,,,,
171,687,30600.0,538420.4375,12.3599996567,1.0,876.0,2233.0,901.0,0.0277469478357,864.0,37.0,117.0,89.0,102.0,568.0,77.3115978921,1218,,20.0,124.0,165.0,199.0,710.0,,,,,,,,,,,,,,,,,,,,,,,,,,
212,756,602300.0,9903767.0,227.35899353,1.0,1028.0,3308.0,1078.0,0.0463821892393,840.0,238.0,111.0,145.0,228.0,544.0,1665.70223857,29085,338.0,11912.0,2250.0,5599.0,4145.0,4841.0,,,,,,,,,,,,,,,,,,,,,,,,,,
252,790,605600.0,8596607.0,197.350997925,1.0,1967.0,5572.0,2022.0,0.0272007912957,2022.0,,22.0,19.0,91.0,1835.0,1649.05392772,873,2.0,89.0,18.0,327.0,373.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,
225,765,603200.0,4458366.0,102.349998474,1.0,1386.0,3691.0,1488.0,0.0685483870968,1392.0,96.0,146.0,181.0,361.0,698.0,226.428502858,909,,41.0,240.0,167.0,297.0,164.0,,,,,,,,,,,,,,,,,,,,,,,,,,
226,766,603300.0,8079994.5,185.490997314,1.0,2291.0,6183.0,2467.0,0.0713417105797,2290.0,177.0,234.0,261.0,558.0,1238.0,569.243999723,970,3.0,65.0,204.0,219.0,222.0,257.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1353,1325,151600.0,88035832.0,2021.02502441,1.0,3629.0,6423.0,4063.0,0.106817622446,3739.0,324.0,795.0,826.0,887.0,1121.0,6821.26676164,572,31.0,57.0,22.0,189.0,56.0,217.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1358,1326,151700.0,5441653.5,124.922996521,1.0,2872.0,6665.0,3123.0,0.0803714377201,1765.0,1358.0,673.0,703.0,691.0,805.0,707.373613152,1947,16.0,18.0,228.0,196.0,1232.0,257.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,1375,154302.0,138341504.0,3175.8840332,1.0,1975.0,4314.0,2574.0,0.232711732712,2439.0,135.0,479.0,364.0,439.0,693.0,19244.75127,650,16.0,32.0,41.0,70.0,361.0,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1381,1354,153300.0,32846182.0,754.04498291,1.0,3411.0,10181.0,3774.0,0.0961844197138,3263.0,511.0,655.0,844.0,1043.0,869.0,3460.46513548,4822,41.0,1684.0,348.0,1381.0,618.0,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,
72,597,15300.0,238085.671875,5.46600008011,1.0,1017.0,2032.0,1051.0,0.0323501427212,227.0,824.0,201.0,163.0,203.0,450.0,24.7676801321,1237,,47.0,45.0,192.0,787.0,166.0,,,,,,,,,,,,,,,,,,,,,,,,,,
77,603,15900.0,278671.625,6.39699983597,1.0,2349.0,4310.0,2413.0,0.0265230004144,83.0,2330.0,843.0,519.0,487.0,500.0,24.8840473246,1253,,72.0,93.0,205.0,579.0,304.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1270,1252,252309.0,34852400.0,800.101013184,1.0,4586.0,14198.0,5193.0,0.116888118621,4714.0,135.0,622.0,780.0,1197.0,1987.0,1279.05789484,3801,41.0,1179.0,208.0,685.0,741.0,947.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1286,1271,252903.0,228538240.0,5246.51611328,1.0,1495.0,4091.0,1673.0,0.106395696354,1609.0,1.0,191.0,235.0,361.0,708.0,13382.6541528,407,92.0,20.0,16.0,107.0,8.0,164.0,,,,,,,,,,,,,,,,,,,,,,,,,,
661,1189,512033.0,4022312.0,92.3399963379,1.0,1958.0,5823.0,2049.0,0.0444119082479,1602.0,447.0,333.0,258.0,354.0,1013.0,477.061320943,2124,6.0,129.0,90.0,1042.0,721.0,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,
658,1191,512035.0,2185036.25,50.1619987488,1.0,1309.0,3963.0,1378.0,0.0500725689405,1310.0,68.0,199.0,134.0,249.0,727.0,208.317871489,139,,10.0,25.0,68.0,4.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,
697,1192,512100.0,79133896.0,1816.66394043,1.0,494.0,1524.0,544.0,0.0919117647059,442.0,102.0,126.0,90.0,89.0,189.0,2632.38084801,2856,401.0,429.0,30.0,1537.0,312.0,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,
712,1200,512401.0,41182136.0,945.411987305,1.0,1359.0,4390.0,1481.0,0.082376772451,1339.0,142.0,248.0,195.0,337.0,579.0,2124.79669923,1735,145.0,153.0,99.0,147.0,884.0,307.0,,,,,,,,,,,,,,,,,,,,,,,,,,
713,1201,512402.0,51068344.0,1172.36804199,1.0,1480.0,4864.0,1650.0,0.10303030303,1516.0,134.0,287.0,205.0,294.0,694.0,2975.0456503,1278,166.0,238.0,65.0,247.0,86.0,476.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,409,346201.0,16334099.0,374.979003906,1.0,2580.0,6818.0,2738.0,0.0577063550037,2602.0,120.0,249.0,157.0,241.0,1933.0,2148.03888379,1131,20.0,60.0,35.0,350.0,511.0,155.0,,,,,,,,,,,,,,,,,,,,,,,,,,
556,892,500902.0,245545.53125,5.63700008392,1.0,638.0,1585.0,679.0,0.060382916053,21.0,658.0,284.0,190.0,104.0,60.0,32.9339355468,788,,10.0,29.0,40.0,471.0,238.0,,,,,,,,,,,,,,,,,,,,,,,,,,
704,1193,512200.0,264293424.0,6067.34179688,1.0,1296.0,3641.0,1365.0,0.0505494505495,1222.0,143.0,232.0,183.0,254.0,627.0,6337.9581419,442,43.0,51.0,13.0,47.0,222.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,
700,1194,512304.0,10930748.0,250.934997559,1.0,3271.0,9745.0,3512.0,0.0686218678815,2400.0,1112.0,935.0,519.0,662.0,1155.0,1012.96031866,10591,404.0,4661.0,969.0,1095.0,1607.0,1855.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1377,,125828.75,2.88899993896,1.0,147.0,245.0,152.0,0.0328947368421,5.0,147.0,86.0,31.0,21.0,9.0,16.5746816293,29336,63.0,933.0,428.0,23015.0,1972.0,2925.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1330,1306,150902.0,2440101.25,56.016998291,1.0,1344.0,3206.0,1457.0,0.0775566231984,1317.0,140.0,209.0,262.0,319.0,554.0,393.377580449,491,,20.0,46.0,108.0,141.0,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1329,1307,151000.0,15634215.0,358.911987305,1.0,1329.0,3264.0,1481.0,0.102633355841,1309.0,172.0,251.0,256.0,312.0,510.0,2630.76316238,1359,85.0,316.0,272.0,176.0,311.0,199.0,,,,,,,,,,,,,,,,,,,,,,,,,,
176,681,30201.0,369848.84375,8.49100017548,1.0,1871.0,4005.0,1947.0,0.0390344119158,382.0,1565.0,439.0,374.0,424.0,634.0,39.4723616213,1397,,17.0,320.0,107.0,215.0,738.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1311,556,201400.0,372813408.0,8558.61816406,1.0,3104.0,7519.0,3916.0,0.207354443309,3214.0,694.0,405.0,383.0,522.0,1794.0,28411.1047343,2821,501.0,853.0,118.0,355.0,645.0,349.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1315,557,201500.0,134163640.0,3079.97290039,1.0,887.0,2236.0,1144.0,0.22465034965,1126.0,12.0,147.0,141.0,143.0,456.0,11445.1443245,2492,543.0,1065.0,180.0,231.0,127.0,346.0,,,,,,,,,,,,,,,,,,,,,,,,,,
78,605,16100.0,369052.125,8.47200012207,1.0,2805.0,5342.0,2873.0,0.0236686390533,323.0,2550.0,1483.0,590.0,364.0,368.0,20.6467529657,1977,,,5.0,143.0,153.0,1676.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1366,1335,152400.0,21112616.0,484.678985596,1.0,4074.0,9891.0,4447.0,0.0838767708568,4315.0,132.0,418.0,480.0,822.0,2354.0,3563.57720914,5138,21.0,1104.0,358.0,1563.0,1474.0,618.0,,,,,,,,,,,,,,,,,,,,,,,,,,
65,710,40200.0,552043.625,12.6730003357,1.0,2463.0,5435.0,2559.0,0.0375146541618,381.0,2178.0,484.0,503.0,489.0,987.0,58.3633791382,1460,2.0,89.0,208.0,362.0,487.0,312.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1354,1338,152600.0,123115384.0,2826.34008789,1.0,3181.0,8104.0,3489.0,0.0882774433935,3382.0,107.0,375.0,505.0,704.0,1597.0,17238.7753,847,40.0,42.0,158.0,217.0,233.0,157.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1397,1368,153901.0,65855108.0,1511.82495117,1.0,2157.0,5195.0,2459.0,0.122814152094,2149.0,310.0,489.0,486.0,520.0,662.0,7770.8811745,1527,113.0,293.0,192.0,368.0,136.0,425.0,,,,,,,,,,,,,,,,,,,,,,,,,,
115,641,22802.0,300828.84375,6.90600013733,1.0,614.0,1642.0,630.0,0.0253968253968,159.0,471.0,153.0,97.0,97.0,267.0,34.2309893678,10566,,36.0,12.0,69.0,10022.0,427.0,,,,,,,,,,,,,,,,,,,,,,,,,,
347,1400,,134913392.0,3097.18505859,1.0,2860.0,7407.0,3097.0,0.0765256700032,2839.0,258.0,155.0,181.0,280.0,2244.0,5892.65383399,2122,14.0,81.0,16.0,1113.0,658.0,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,
968,30,403000.0,335778.90625,7.70800018311,1.0,1649.0,3135.0,1732.0,0.04792147806,163.0,1056.0,1057.0,347.0,163.0,82.0,29.0319316211,7269,2.0,799.0,500.0,1608.0,2565.0,1795.0,,,,,,,,,,,,,,,,,,,,,,,,,,
932,59,405800.0,516924.25,11.8669996262,1.0,1341.0,4266.0,1401.0,0.0428265524625,793.0,602.0,579.0,290.0,250.0,222.0,66.4949707991,61,,,9.0,14.0,10.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,395,343003.0,5902636.0,135.505996704,1.0,1427.0,3617.0,1513.0,0.0568407138136,1346.0,167.0,133.0,122.0,291.0,881.0,869.873731906,643,1.0,24.0,20.0,355.0,75.0,168.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,1371,154000.0,225099936.0,5167.58398438,1.0,1118.0,2743.0,1393.0,0.197415649677,1271.0,122.0,115.0,158.0,227.0,618.0,18151.6686805,937,297.0,223.0,37.0,135.0,169.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,445,361000.0,15780983.0,362.282012939,1.0,1715.0,4497.0,1959.0,0.124553343543,1428.0,530.0,390.0,393.0,342.0,590.0,307.939746824,486,,31.0,23.0,92.0,230.0,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,
885,83,408100.0,8657645.0,198.751998901,1.0,2504.0,5836.0,2710.0,0.0760147601476,1984.0,355.0,313.0,306.0,454.0,1431.0,1358.55211899,793,2.0,27.0,17.0,233.0,433.0,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,
821,198,435102.0,4326728.0,99.3280029297,1.0,1532.0,4156.0,1690.0,0.0934911242604,1362.0,217.0,215.0,253.0,342.0,722.0,715.334053796,849,,17.0,45.0,283.0,357.0,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,
844,165,430100.0,106731424.0,2450.21606445,1.0,2970.0,8349.0,3176.0,0.0648614609572,2439.0,718.0,227.0,221.0,540.0,1982.0,6385.58544871,1397,20.0,47.0,113.0,348.0,441.0,428.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,359,321103.0,5225377.0,119.958000183,1.0,1795.0,4543.0,1932.0,0.0709109730849,1630.0,301.0,209.0,240.0,432.0,914.0,489.546568885,567,,21.0,135.0,149.0,174.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,426,355104.0,299986944.0,6886.75195312,1.0,12461.0,36590.0,12928.0,0.0361231435644,12790.0,132.0,550.0,535.0,1044.0,10332.0,10382.810303,5175,36.0,244.0,762.0,1583.0,1470.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,450,365001.0,12627087.0,289.877990723,1.0,3856.0,10172.0,4213.0,0.0847377165915,1730.0,2483.0,965.0,954.0,967.0,970.0,941.060798167,9389,24.0,2026.0,2314.0,1814.0,1957.0,1254.0,,,,,,,,,,,,,,,,,,,,,,,,,,
416,1422,,3368754.0,77.3359985352,1.0,2784.0,7646.0,3076.0,0.0949284785436,1982.0,1094.0,531.0,335.0,490.0,1428.0,230.896466205,3489,2.0,434.0,83.0,869.0,614.0,1487.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1454,533,132100.0,42530976.0,976.37701416,1.0,1269.0,2741.0,1807.0,0.297731045932,1668.0,139.0,261.0,188.0,238.0,582.0,3806.16922808,373,18.0,12.0,49.0,66.0,118.0,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,
933,60,405900.0,926999.125,21.2810001373,1.0,2038.0,6918.0,2170.0,0.0608294930876,979.0,1185.0,953.0,482.0,374.0,229.0,83.1258805513,617,,25.0,61.0,54.0,339.0,138.0,,,,,,,,,,,,,,,,,,,,,,,,,,
